,Unnamed: 0,Title,Artist(s),Track_ID,Genre
2813,14,Gettin' Jiggy wit It,Will Smith,missing,missing
2814,15,You Make Me Wanna...,Usher,30469531,Contemporary R&B
2815,16,My Way,Usher,30469552,Contemporary R&B
2816,17,My All,Mariah Carey,114152996,Pop in Spanish
2817,18,The First Night,Monica,87139155,R&B/Soul
2818,19,Been Around the World,Puff Daddy featuring The Notorious B.I.G. and Mase,missing,missing
2819,20,Adia,Sarah McLachlan,33149470,Pop
2820,21,Crush,Jennifer Paige,99938805,Pop
2821,22,Everybody (Backstreet's Back),Backstreet Boys,32164060,Pop
2822,23,I Don't Want to Miss a Thing,Aerosmith,32147040,Rock
2823,24,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,100596452,R&B/Soul
2824,25,This Kiss,Faith Hill,89659356,Country
2825,26,I Don't Ever Want to See You Again,Uncle Sam,34805309,R&B/Soul
2826,27,Let's Ride,Montell Jordan featuring Master P and Silkk the Shocker,44446129,Pop
2827,28,Sex and Candy,Marcy Playground,94841062,Alternative
2828,29,Show Me Love,Robyn,2303857,Dance
2829,30,A Song for Mama,Boyz II Men,765992,R&B/Soul
2830,31,What You Want,Mase featuring Total,2575525,Hip Hop/Rap
2831,32,Frozen,Madonna,missing,missing
2832,33,Gone till November,Wyclef Jean,missing,missing
2833,34,My Body,LSG,missing,missing
2834,35,Tubthumping,Chumbawamba,92972884,Dance
2835,36,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,missing,missing
2836,37,I Want You Back,'N Sync,2482515,Pop
2837,38,When the Lights Go Out,Five,34630267,Pop
2838,39,They Don't Know,Jon B.,95411861,Contemporary R&B
2839,40,Make 'Em Say Uhh!,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal",69047490,Hardcore Rap
2840,41,Make It Hot,Nicole featuring Missy Elliott and Mocha,missing,missing
2841,42,Never Ever,All Saints,94360628,Rock
2842,43,I Get Lonely,Janet Jackson featuring Blackstreet,84951612,Pop
2843,44,Feel So Good,Mase featuring Kelly Price,6823105,Music
2844,45,Say It,Voices of Theory,1603536,Latin
2845,46,Kiss the Rain,Billie Myers,14608813,Alternative
2846,47,Come with Me,Puff Daddy featuring Jimmy Page,missing,missing
2847,48,Romeo and Juliet,Sylk-E. Fyne featuring Chill,missing,missing
2848,49,It's All About Me,Mýa and Sisqo,missing,missing
2849,50,I Will Come to You,Hanson,missing,missing
2850,51,One Week,Barenaked Ladies,31521667,Folk-Rock
2851,52,Swing My Way,K. P. & Envyi,missing,missing
2852,53,The Arms of the One Who Loves You,Xscape,95261956,R&B/Soul
2853,54,My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,85809570,R&B/Soul
2854,55,Daydreamin',Tatyana Ali,missing,missing
2855,56,We're Not Making Love No More,Dru Hill,72042184,Contemporary R&B
2856,57,Semi-Charmed Life,Third Eye Blind,87667600,Pop
2857,58,I Do,Lisa Loeb,777334,Pop
2858,59,Lookin' at Me,Mase featuring Puff Daddy,missing,missing
2859,60,Looking Through Your Eyes,LeAnn Rimes,missing,missing
2860,61,Lately,Divine,missing,missing
2861,62,Quit Playing Games (With My Heart),Backstreet Boys,112899079,Pop
2862,63,I Still Love You,Next,missing,missing
2863,64,Time After Time,INOJ,56295527,Pop
2864,65,Are You Jimmy Ray?,Jimmy Ray,60762342,Pop
2865,66,Cruel Summer,Ace of Base,89738115,Pop
2866,67,I Got the Hook Up,Master P featuring Sons of Funk,164760311,Music
2867,68,Victory,Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes,missing,missing
2868,69,Too Much,Spice Girls,30135545,Pop
2869,70,Ghetto Supastar (That Is What You Are),Pras Michel featuring Ol' Dirty Bastard and Mýa,missing,missing
2870,71,How Deep Is Your Love,Dru Hill featuring Redman,missing,missing
2871,72,Friend of Mine,Kelly Price featuring R. Kelly and Ron Isley,missing,missing
2872,73,Turn It Up (Remix)/Fire It Up,Busta Rhymes,44317985,Rap
2873,74,I'll Be,Edwin McCain,84876639,Pop/Rock
2874,75,Ray of Light,Madonna,missing,missing
2875,76,All for You,Sister Hazel,91145129,Pop/Rock
2876,77,Touch It,Monifah,101040597,Hip Hop/Rap
2877,78,"Money, Power & Respect",The LOX featuring DMX and Lil' Kim,missing,missing
2878,79,Bitter Sweet Symphony,The Verve,4232632,Pop
2879,80,Dangerous,Busta Rhymes,90328910,Music
2880,81,Spice Up Your Life,Spice Girls,30135537,Pop
2881,82,Because of You,98 Degrees,missing,missing
2882,83,The Mummers' Dance,Loreena McKennitt,124562500,World
2883,84,All Cried Out,Allure featuring 112,missing,missing
2884,85,Still Not a Player,Big Pun featuring Joe,missing,missing
2885,86,The One I Gave My Heart To,Aaliyah,98964428,Hip Hop/Rap
2886,87,Foolish Games / You Were Meant for Me,Jewel,missing,missing
2887,88,Love You Down,INOJ,56295518,R&B/Soul
2888,89,Do for Love,2Pac featuring Eric Williams,165065980,Hip Hop/Rap
2889,90,Raise the Roof,Luke featuring No Good But So Good,missing,missing
2890,91,Heaven,Nu Flavor,102185795,Music
2891,92,The Party Continues,Jermaine Dupri featuring Da Brat and Usher,missing,missing
2892,93,Sock It 2 Me,Missy Elliott featuring Da Brat,missing,missing
2893,94,Butta Love,Next,94329135,Hip Hop/Rap
2894,95,A Rose Is Still a Rose,Aretha Franklin,34068822,R&B/Soul
2895,96,4 Seasons of Loneliness,Boyz II Men,37120463,R&B/Soul
2896,97,Father,LL Cool J,80054085,Hip Hop/Rap
2897,98,Thinkin' Bout It,Gerald Levert,194287805,Music
2898,99,Nobody's Supposed to Be Here,Deborah Cox,33707599,Contemporary R&B
2899,100,Westside,TQ,missing,missing
2900,1,Believe,Cher,86815669,Pop
2901,2,No Scrubs,TLC,88775490,Pop
2902,3,Angel of Mine,Monica,missing,missing
2903,4,Heartbreak Hotel,Whitney Houston featuring Faith Evans and Kelly Price,missing,missing
2904,5,...Baby One More Time,Britney Spears,113838494,Pop
2905,6,Kiss Me,Sixpence None the Richer,missing,missing
2906,7,Genie in a Bottle,Christina Aguilera,85656920,Pop
2907,8,Every Morning,Sugar Ray,missing,missing
2908,9,Nobody's Supposed to Be Here,Deborah Cox,33707599,Contemporary R&B
2909,10,Livin' la Vida Loca,Ricky Martin,111842774,Pop in Spanish
2910,11,Where My Girls At?,702,101077695,Pop
2911,12,If You Had My Love,Jennifer Lopez,32072356,Pop
2912,13,Slide,Goo Goo Dolls,34007166,Pop
2913,14,Have You Ever?,Brandy,33391533,R&B/Soul
2914,15,I Want It That Way,Backstreet Boys,123691679,Teen Pop
2915,16,I'm Your Angel,R. Kelly and Celine Dion,missing,missing
2916,17,All Star,Smash Mouth,30165532,Pop
2917,18,Angel,Sarah McLachlan,33149474,Pop
2918,19,Smooth,Santana featuring Rob Thomas,missing,missing
2919,20,Unpretty,TLC,88775494,Pop/Rock
2920,21,"Bills, Bills, Bills",Destiny's Child,87419848,Contemporary R&B
2921,22,Save Tonight,Eagle-Eye Cherry,missing,missing
2922,23,Last Kiss,Pearl Jam,35076159,R&B/Soul
2923,24,Fortunate,Maxwell,86361904,Soundtrack
2924,25,All I Have to Give,Backstreet Boys,123691670,Teen Pop
2925,26,Bailamos,Enrique Iglesias,84042496,Latin
2926,27,What's It Gonna Be?!,Busta Rhymes featuring Janet,missing,missing
2927,28,What It's Like,Everlast,137765921,Blues-Rock
2928,29,Fly Away,Lenny Kravitz,687116,Pop/Rock
2929,30,Someday,Sugar Ray,missing,missing
2930,31,Lately,Divine,missing,missing
2931,32,That Don't Impress Me Much,Shania Twain,87640992,Contemporary Country
2932,33,Wild Wild West,Will Smith featuring Dru Hill and Kool Moe Dee,missing,missing
2933,34,Scar Tissue,Red Hot Chili Peppers,18699904,Alternative
2934,35,Heartbreaker,Mariah Carey featuring Jay-Z,missing,missing
2935,36,I Still Believe,Mariah Carey,missing,missing
2936,37,The Hardest Thing,98 Degrees,missing,missing
2937,38,Summer Girls,LFO,101757342,Pop
2938,39,Can I Get A...,Jay-Z featuring Amil and Ja Rule,missing,missing
2939,40,Jumper,Third Eye Blind,87667601,Pop/Rock
2940,41,Doo Wop (That Thing),Lauryn Hill,206099784,Contemporary R&B
2941,42,Mambo No. 5,Lou Bega,30364036,Pop
2942,43,Sweet Lady,Tyrese,34158066,Contemporary R&B
2943,44,It's Not Right but It's Okay,Whitney Houston,33429655,R&B/Soul
2944,45,(God Must Have Spent) A Little More Time on You,'N Sync,33236410,Adult Contemporary
2945,46,Lullaby,Shawn Mullins,98128208,Pop
2946,47,Anywhere,112 featuring Lil Zane,missing,missing
2947,48,Tell Me It's Real,K-Ci & JoJo,88509902,R&B/Soul
2948,49,Back 2 Good,Matchbox 20,88378469,Grunge
2949,50,808,Blaque,74585084,Pop
2950,51,She's So High,Tal Bachman,87664071,Pop/Rock
2951,52,She's All I Ever Had,Ricky Martin,missing,missing
2952,53,Miami,Will Smith,86629534,Alternative Rap
2953,54,Hands,Jewel,34233541,Pop
2954,55,Who Dat,JT Money featuring Solé,104289860,Hip Hop/Rap
2955,56,Please Remember Me,Tim McGraw,793894,Country
2956,57,From This Moment On,Shania Twain,14743778,Country
2957,58,Love Like This,Faith Evans,160005408,R&B/Soul
2958,59,You,Jesse Powell,2117979,R&B/Soul
2959,60,Trippin',Total featuring Missy Elliott,missing,missing
2960,61,If You,Silk,169264909,R&B/Soul
2961,62,Ex-Factor,Lauryn Hill,15387914,Alternative Rap
2962,63,Give It to You,Jordan Knight,missing,missing
2963,64,Black Balloon,Goo Goo Dolls,missing,missing
2964,65,Spend My Life with You,Eric Benét featuring Tamia,missing,missing
2965,66,These Are the Times,Dru Hill,93313833,Contemporary R&B
2966,67,I Don't Want to Miss a Thing,Mark Chesnutt,1509881,Country
2967,68,I Do (Cherish You),98 Degrees,missing,missing
2968,69,Because of You,98 Degrees,missing,missing
2969,70,I Will Remember You,Sarah McLachlan,89602830,Pop
2970,71,Chanté's Got a Man,Chanté Moore,100144291,Pop
2971,72,Happily Ever After,Case,171220163,Contemporary R&B
2972,73,My Love Is Your Love,Whitney Houston,33429657,R&B/Soul
2973,74,All Night Long,Faith Evans featuring Puff Daddy,missing,missing
2974,75,Back That Azz Up,Juvenile featuring Mannie Fresh and Lil Wayne,missing,missing
2975,76,Almost Doesn't Count,Brandy,33233831,R&B/Soul
2976,77,Man! I Feel Like a Woman!,Shania Twain,211029731,Contemporary Country
2977,78,Steal My Sunshine,Len,86455534,Pop
2978,79,I Need to Know,Marc Anthony,86115817,Pop
2979,80,So Anxious,Ginuwine,89622565,Contemporary R&B
2980,81,Faded Pictures,Case featuring Joe,missing,missing
2981,82,Back at One,Brian McKnight,113816454,Traditional Country
2982,83,When a Woman's Fed Up,R. Kelly,missing,missing
2983,84,How Forever Feels,Kenny Chesney,89394630,Country
2984,85,Amazed,Lonestar,13773659,Contemporary Country
2985,86,Sometimes,Britney Spears,113838496,Pop
2986,87,Ghetto Cowboy,Mo Thugs,missing,missing
2987,88,Out of My Head,Fastball,45471504,Rock
2988,89,Hard Knock Life (Ghetto Anthem),Jay-Z,86322694,East Coast Rap
2989,90,Jamboree,Naughty by Nature featuring Zhané,missing,missing
2990,91,Take Me There,"Blackstreet featuring Mýa, Mase and Blinky Blink",missing,missing
2991,92,Stay the Same,Joey McIntyre,1338136,Pop
2992,93,A Lesson in Leavin',Jo Dee Messina,missing,missing
2993,94,Iris,Goo Goo Dolls,34007175,Rock
2994,95,Satisfy You,Puff Daddy featuring R. Kelly,73412709,Hip Hop/Rap
2995,96,Better Days (And the Bottom Drops Out),Citizen King,790836,Rock
2996,97,Music of My Heart,'N Sync and Gloria Estefan,missing,missing
2997,98,Write This Down,George Strait,18769274,Contemporary Country
2998,99,When You Believe,Whitney Houston and Mariah Carey,missing,missing
2999,100,(God Must Have Spent) A Little More Time on You,Alabama and 'N Sync,missing,missing
3000,1,Breathe,Faith Hill,88356271,Contemporary Country
3001,2,Smooth,Santana featuring Rob Thomas,missing,missing
3002,3,Maria Maria,Santana featuring The Product G&B,35416091,Pop in Spanish
3003,4,I Wanna Know,Joe,33660949,Contemporary R&B
3004,5,Everything You Want,Vertical Horizon,missing,missing
3005,6,Say My Name,Destiny's Child,87419858,Contemporary R&B
3006,7,I Knew I Loved You,Savage Garden,684990,Adult Contemporary
3007,8,Amazed,Lonestar,13773659,Contemporary Country
3008,9,Bent,Matchbox Twenty,missing,missing
3009,10,He Wasn't Man Enough,Toni Braxton,missing,missing
3010,11,Higher,Creed,87250088,Grunge
3011,12,Try Again,Aaliyah,16364504,Hip Hop/Rap
3012,13,"Jumpin', Jumpin'",Destiny's Child,33157792,Contemporary R&B
3013,14,Thong Song,Sisqó,missing,missing
3014,15,Kryptonite,3 Doors Down,30427163,Grunge
3015,16,There You Go,Pink,180837280,Pop
3016,17,Music,Madonna,missing,missing
3017,18,Doesn't Really Matter,Janet Jackson,88843880,Pop
3018,19,What a Girl Wants,Christina Aguilera,85656922,Teen Pop
3019,20,Back at One,Brian McKnight,113816454,Traditional Country
3020,21,Bye Bye Bye,'N Sync,32081242,Pop
3021,22,You Sang to Me,Marc Anthony,86115819,Pop in Spanish
3022,23,I Need to Know,Marc Anthony,86115817,Pop
3023,24,Get It On Tonite,Montell Jordan,87888295,R&B/Soul
3024,25,Incomplete,Sisqó,missing,missing
3025,26,I Try,Macy Gray,95963799,Pop
3026,27,It's Gonna Be Me,'N Sync,32081243,Pop
3027,28,That's The Way It Is,Celine Dion,100961382,Adult Contemporary
3028,29,Country Grammar (Hot Shit),Nelly,199981275,Hip Hop/Rap
3029,30,Bring It All to Me,Blaque,missing,missing
3030,31,Show Me the Meaning of Being Lonely,Backstreet Boys,123691680,Pop in Spanish
3031,32,Hot Boyz,"Missy Elliott featuring Nas, Eve and Q-Tip",missing,missing
3032,33,Back Here,BBMak,1160694,Pop
3033,34,It Feels So Good,Sonique,34806073,Pop
3034,35,Absolutely (Story of a Girl),Nine Days,1558818,Rock
3035,36,With Arms Wide Open,Creed,87250087,Rock
3036,37,Be with You,Enrique Iglesias,missing,missing
3037,38,Come On Over Baby (All I Want Is You),Christina Aguilera,missing,missing
3038,39,No More,Ruff Endz,130442923,R&B/Soul
3039,40,All The Small Things,Blink 182,84976561,Punk
3040,41,The Way You Love Me,Faith Hill,missing,missing
3041,42,I Turn To You,Christina Aguilera,85656924,Pop
3042,43,Never Let You Go,Third Eye Blind,missing,missing
3043,44,I Need You,LeAnn Rimes,113726278,Country
3044,45,Thank God I Found You,Mariah Carey featuring Joe and 98 Degrees,missing,missing
3045,46,Let's Get Married,Jagged Edge,missing,missing
3046,47,My Love Is Your Love,Whitney Houston,33429657,R&B/Soul
3047,48,Then The Morning Comes,Smash Mouth,30165561,Alternative
3048,49,Blue (Da Ba Dee),Eiffel 65,54798168,Dance
3049,50,Desert Rose,Sting featuring Cheb Mami,16506996,Rock
3050,51,The Real Slim Shady,Eminem,84457528,Hip Hop/Rap
3051,52,Most Girls,Pink,180837279,Pop
3052,53,Wifey,Next,51837424,R&B/Soul
3053,54,Wonderful,Everclear,69307033,Rock
3054,55,Oops!... I Did It Again,Britney Spears,130462722,Pop
3055,56,I Wanna Love You Forever,Jessica Simpson,87420352,Pop
3056,57,Give Me Just One Night (Una Noche),98 Degrees,missing,missing
3057,58,Take a Picture,Filter,174194509,Alternative
3058,59,Otherside,Red Hot Chili Peppers,18699905,Alternative
3059,60,Big Pimpin',Jay-Z featuring UGK,85467166,Rap
3060,61,A Puro Dolor,Son by Four,93954908,Christian Pop
3061,62,He Can't Love U,Jagged Edge,91535052,Contemporary R&B
3062,63,Separated,Avant,3734264,Contemporary R&B
3063,64,I Wish,Carl Thomas,missing,missing
3064,65,U Know What's Up,Donell Jones,missing,missing
3065,66,Faded,soulDecision featuring Thrust,1216561,Pop
3066,67,Only God Knows Why,Kid Rock,84317416,Rock
3067,68,Shake Ya Ass,Mystikal,missing,missing
3068,69,Bag Lady,Erykah Badu,191141106,Contemporary R&B
3069,70,Meet Virginia,Train,86069372,Contemporary Country
3070,71,Party Up (Up in Here),DMX,157667126,Hip Hop/Rap
3071,72,Case of the Ex,Mýa,missing,missing
3072,73,Forgot About Dre,Dr. Dre featuring Eminem,18923886,Gangsta Rap
3073,74,That's the Way,Jo Dee Messina,16669503,Country
3074,75,Swear It Again,Westlife,missing,missing
3075,76,The Next Episode,Dr. Dre featuring Snoop Dogg,missing,missing
3076,77,From the Bottom of My Broken Heart,Britney Spears,113838499,Pop
3077,78,Crash and Burn,Savage Garden,88843704,Rock
3078,79,Yes!,Chad Brock,102995429,Country
3079,80,The Best Day,George Strait,18710937,Country
3080,81,Where I Wanna Be,Donell Jones,85952424,Contemporary R&B
3081,82,How Do You Like Me Now?!,Toby Keith,42580611,Country
3082,83,My Best Friend,Tim McGraw,13762890,Traditional Country
3083,84,Broadway,Goo Goo Dolls,34007167,Rock
3084,85,What'chu Like,Da Brat featuring Tyrese,missing,missing
3085,86,Don't Think I'm Not,Kandi,101765281,Pop
3086,87,I Hope You Dance,Lee Ann Womack,96439339,Contemporary Country
3087,88,Better Off Alone,Alice Deejay,missing,missing
3088,89,Dance with Me,Debelah Morgan,103578517,R&B/Soul
3089,90,What About Now,Lonestar,13773660,Country
3090,91,I Like It,Sammie,69324567,Pop
3091,92,24/7,Kevon Edmonds,100903003,R&B/Soul
3092,93,Girl on TV,LFO,101757343,Pop
3093,94,Bounce with Me,Lil' Bow Wow featuring Xscape,missing,missing
3094,95,Cowboy Take Me Away,Dixie Chicks,13808239,Traditional Country
3095,96,I Don't Wanna,Aaliyah,44612972,Contemporary R&B
3096,97,Independent Women,Destiny's Child,87419810,Pop
3097,98,Gotta Tell You,Samantha Mumba,93185557,Pop
3098,99,Waiting for Tonight,Jennifer Lopez,missing,missing
3099,100,Shackles (Praise You),Mary Mary,35685827,Pop
3100,1,Hanging by a Moment,Lifehouse,84604373,Rock
3101,2,Fallin',Alicia Keys,80361118,Contemporary R&B
3102,3,All for You,Janet Jackson,88843857,Pop
3103,4,Drops of Jupiter (Tell Me),Train,5732114,Pop/Rock
3104,5,I'm Real (Murder Remix),Jennifer Lopez featuring Ja Rule,missing,missing
3105,6,If You're Gone,Matchbox Twenty,31571371,Pop/Rock
3106,7,Let Me Blow Ya Mind,Eve featuring Gwen Stefani,86585041,Contemporary R&B
3107,8,Thank You,Dido,missing,missing
3108,9,Again,Lenny Kravitz,44318712,Pop
3109,10,Independent Women,Destiny's Child,87419810,Pop
3110,11,Hit 'Em Up Style (Oops!),Blu Cantrell,86785301,R&B/Soul
3111,12,It Wasn't Me,Shaggy featuring Rikrok,726211,Reggae
3112,13,Stutter,Joe featuring Mystikal,missing,missing
3113,14,It's Been Awhile,Staind,88382858,Grunge
3114,15,U Remind Me,Usher,85809350,Contemporary R&B
3115,16,Where the Party At,Jagged Edge featuring Nelly,missing,missing
3116,17,Angel,Shaggy featuring Rayvon,132390513,Reggae
3117,18,Ride wit Me,Nelly featuring City Spud,87105002,Dirty South
3118,19,Follow Me,Uncle Kracker,91963073,Contemporary Country
3119,20,Peaches & Cream,112,missing,missing
3120,21,Drive,Incubus,86616471,Alternative
3121,22,What Would You Do?,City High,93314750,Hip Hop/Rap
3122,23,Survivor,Destiny's Child,87419793,Pop
3123,24,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",missing,missing
3124,25,Ms. Jackson,OutKast,85963908,Hip Hop/Rap
3125,26,Love Don't Cost a Thing,Jennifer Lopez,32072338,Pop in Spanish
3126,27,The Way You Love Me,Faith Hill,missing,missing
3127,28,He Loves U Not,Dream,54680726,Pop
3128,29,Butterfly,Crazy Town,92328873,Hip Hop/Rap
3129,30,Put It on Me,Ja Rule featuring Lil' Mo and Vita,missing,missing
3130,31,Family Affair,Mary J. Blige,85804193,Contemporary R&B
3131,32,I Hope You Dance,Lee Ann Womack,96439339,Contemporary Country
3132,33,South Side,Moby featuring Gwen Stefani,33432392,Pop
3133,34,Don't Tell Me,Madonna,missing,missing
3134,35,Get Ur Freak On,Missy Elliott,missing,missing
3135,36,Crazy,K-Ci & JoJo,132251783,K-Pop
3136,37,Fill Me In,Craig David,missing,missing
3137,38,Someone to Call My Lover,Janet Jackson,88843878,Pop
3138,39,With Arms Wide Open,Creed,87250087,Rock
3139,40,Case of the Ex,Mýa,missing,missing
3140,41,All or Nothing,O-Town,93960006,Pop
3141,42,Bootylicious,Destiny's Child,87419704,Pop
3142,43,I'm Like a Bird,Nelly Furtado,87105935,Pop
3143,44,Kryptonite,3 Doors Down,30427163,Grunge
3144,45,Fiesta,R. Kelly featuring Jay-Z,missing,missing
3145,46,When It's Over,Sugar Ray,1034630,Rock
3146,47,Jaded,Aerosmith,184050215,Rock
3147,48,Promise,Jagged Edge,91535014,Soul
3148,49,Missing You,Case,171212022,Contemporary R&B
3149,50,Differences,Ginuwine,88361183,Contemporary R&B
3150,51,This I Promise You,'N Sync,32081247,Pop
3151,52,Izzo (H.O.V.A.),Jay-Z,84460832,Hip Hop/Rap
3152,53,Superwoman Pt. II,Lil' Mo featuring Fabolous,missing,missing
3153,54,Crazy for This Girl,Evan and Jaron,missing,missing
3154,55,Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera,32816824,Rock
3155,56,I Just Wanna Love U (Give It 2 Me),Jay-Z,184272783,Hip Hop/Rap
3156,57,One Minute Man,Missy Elliott featuring Ludacris,missing,missing
3157,58,Danger (Been So Long),Mystikal featuring Nivea,missing,missing
3158,59,Only Time,Enya,15867807,New Age
3159,60,I Do!!,Toya,32822285,R&B/Soul
3160,61,Never Had a Dream Come True,S Club 7,missing,missing
3161,62,Stranger in My House,Tamia,90287090,R&B/Soul
3162,63,Irresistible,Jessica Simpson,33732536,Pop
3163,64,Heard It All Before,Sunshine Anderson,missing,missing
3164,65,The Space Between,Dave Matthews Band,154709462,Rock
3165,66,There You'll Be,Faith Hill,92328987,Country
3166,67,Love,Musiq Soulchild,185624514,R&B/Soul
3167,68,It's Over Now,112,missing,missing
3168,69,No More (Baby I'ma Do Right),3LW,87848527,Teen Pop
3169,70,Turn Off the Light,Nelly Furtado,missing,missing
3170,71,Ain't Nothing 'bout You,Brooks & Dunn,32842961,Country
3171,72,Play,Jennifer Lopez,86321342,Pop
3172,73,I'm Already There,Lonestar,14562443,Country
3173,74,My Baby,Lil' Romeo,missing,missing
3174,75,Beautiful Day,U2,201888609,Pop/Rock
3175,76,Austin,Blake Shelton,894017,Traditional Country
3176,77,Southern Hospitality,Ludacris,missing,missing
3177,78,Grown Men Don't Cry,Tim McGraw,743910,Country
3178,79,Livin' It Up,Ja Rule featuring Case,17637995,Hip Hop/Rap
3179,80,Loverboy,Mariah Carey featuring Cameo,missing,missing
3180,81,Contagious,The Isley Brothers featuring R. Kelly and Chanté Moore,91524835,Contemporary R&B
3181,82,Who I Am,Jessica Andrews,848184,Contemporary Country
3182,83,Music,Erick Sermon featuring Marvin Gaye,missing,missing
3183,84,I Wanna Be Bad,Willa Ford,1136583,Rock
3184,85,Don't Happen Twice,Kenny Chesney,89394613,Country
3185,86,One More Day,Diamond Rio,91470144,Country
3186,87,I Wish,R. Kelly,86359964,R&B/Soul
3187,88,It's a Great Day to Be Alive,Travis Tritt,742671,Country
3188,89,I'm a Thug,Trick Daddy,97032844,Hip Hop/Rap
3189,90,Here's to the Night,Eve 6,849957,Pop
3190,91,You Shouldn't Kiss Me Like This,Toby Keith,42580623,Country
3191,92,Get Over Yourself,Eden's Crush,1004760,Pop
3192,93,Dance with Me,Debelah Morgan,103578517,R&B/Soul
3193,94,So Fresh So Clean,Outkast,85963907,Alternative Rap
3194,95,E.I.,Nelly,170630890,Hip Hop/Rap
3195,96,Be Like That,3 Doors Down,missing,missing
3196,97,Most Girls,Pink,180837279,Pop
3197,98,Oochie Wally,Nas and Bravehearts,missing,missing
3198,99,Hero,Enrique Iglesias,85313704,Pop
3199,100,Hemorrhage (In My Hands),Fuel,16705852,Grunge
3200,1,How You Remind Me,Nickelback,761010,Grunge
3201,2,Foolish,Ashanti,204724197,R&B/Soul
3202,3,Hot in Herre,Nelly,32116222,Hip Hop/Rap
3203,4,Dilemma,Nelly featuring Kelly Rowland,missing,missing
3204,5,Wherever You Will Go,The Calling,789341,Rock
3205,6,A Thousand Miles,Vanessa Carlton,900356,Pop
3206,7,In the End,Linkin Park,84487342,Alternative Rap
3207,8,What's Luv?,Fat Joe featuring Ashanti,31659914,Contemporary R&B
3208,9,U Got It Bad,Usher,85809355,Contemporary R&B
3209,10,Blurry,Puddle of Mudd,89955221,Alternative
3210,11,Complicated,Avril Lavigne,31085636,Pop
3211,12,Always on Time,Ja Rule featuring Ashanti,85866799,Contemporary R&B
3212,13,Ain't It Funny (Murder Remix),Jennifer Lopez featuring Ja Rule,missing,missing
3213,14,The Middle,Jimmy Eat World,113769141,Pop/Rock
3214,15,I Need a Girl (Part One),P. Diddy featuring Usher and Loon,missing,missing
3215,16,U Don't Have to Call,Usher,missing,missing
3216,17,Family Affair,Mary J. Blige,85804193,Contemporary R&B
3217,18,I Need a Girl (Part Two),"P. Diddy featuring Ginuwine, Loon and Mario Winans",missing,missing
3218,19,Gangsta Lovin',Eve featuring Alicia Keys,missing,missing
3219,20,My Sacrifice,Creed,35047443,Grunge
3220,21,Without Me,Eminem,123686505,Hardcore Rap
3221,22,Hero,Enrique Iglesias,85313704,Pop
3222,23,All You Wanted,Michelle Branch,89831614,Pop
3223,24,Get the Party Started,Pink,85349639,Pop
3224,25,Hero,Chad Kroeger featuring Josey Scott,missing,missing
3225,26,Wasting My Time,Default,34940466,Grunge
3226,27,One Last Breath,Creed,30460101,Grunge
3227,28,"Whenever, Wherever",Shakira,85351413,Pop in Spanish
3228,29,I'm Gonna Be Alright,Jennifer Lopez featuring Nas,missing,missing
3229,30,Oh Boy,Cam'ron featuring Juelz Santana,missing,missing
3230,31,Heaven,DJ Sammy featuring Yanou and Do,59462900,Dance
3231,32,Hey Baby,No Doubt featuring Bounty Killer,missing,missing
3232,33,Girlfriend,'N Sync featuring Nelly,missing,missing
3233,34,Just a Friend 2002,Mario,34270506,R&B/Soul
3234,35,Soak Up the Sun,Sheryl Crow,32974188,Pop
3235,36,Don't Let Me Get Me,Pink,85349635,Pop
3236,37,Nothin',N.O.R.E.,missing,missing
3237,38,Oops (Oh My),Tweet featuring Missy Elliott,missing,missing
3238,39,A Moment Like This,Kelly Clarkson,31799105,Pop
3239,40,Addictive,Truth Hurts featuring Rakim,32920945,Hip Hop/Rap
3240,41,Happy,Ashanti,missing,missing
3241,42,No Such Thing,John Mayer,85841785,Adult Alternative
3242,43,Just Like a Pill,Pink,85349653,Pop
3243,44,Down 4 U,"Ja Rule featuring Ashanti, Charli Baltimore and Vita",missing,missing
3244,45,Can't Get You Out of My Head,Kylie Minogue,87621299,Britpop
3245,46,Superman (It's Not Easy),Five for Fighting,3244010,Pop
3246,47,Cleanin' Out My Closet,Eminem,123686500,Alternative Rap
3247,48,Halfcrazy,Musiq Soulchild,missing,missing
3248,49,"Lights, Camera, Action!",Mr. Cheeks,missing,missing
3249,50,Still Fly,Big Tymers,97032994,Hip Hop/Rap
3250,51,A Woman's Worth,Alicia Keys,215927369,Music
3251,52,7 Days,Craig David,126665619,Contemporary R&B
3252,53,Hey Ma,Cam'ron featuring Juelz Santana and Freekey Zekey,missing,missing
3253,54,Work It,Missy Elliott,missing,missing
3254,55,Move Bitch,Ludacris featuring Mystikal and I-20,33959287,Hip Hop/Rap
3255,56,Can't Fight the Moonlight,LeAnn Rimes,113726288,Country
3256,57,Escape,Enrique Iglesias,85313701,Pop
3257,58,More than a Woman,Aaliyah,16364493,R&B/Soul
3258,59,Hella Good,No Doubt,87647720,Electronic
3259,60,I Love You,Faith Evans,7986652,R&B/Soul
